0,0,0,0,1,angry,protester,Angry protesters accompanied the news conference in Frankfurt.
0,0,0,0,0,bald,eagle,Bald eagles are frequently seen soaring near the bluffs.
0,0,0,0,0,big,city,"Chicago is a big city, with a lot of everything to offer."
0,0,0,0,0,black,dress,I wore my little black dress and grey silk scarf. 
0,0,0,0,0,blind,man,So He took the blind man by the hand and led him out of the town.
0,0,0,0,0,bloody,nose,Usually an overly dry nose is a precursor to a bloody nose. 
0,0,0,0,1,blunt,knife,Take a blunt knife to separate the pudding’s corners adhering to the sides of the bowl or cups.
0,0,1,0,0,breezy,veranda,Each has its own breezy veranda for a peaceful moment before starting your day.
0,0,0,0,0,bright,sunlight,It was good standing there in the bright sunlight while the air was still cool.
0,0,0,0,0,broad,shoulder,She lifted his inert body onto her broad shoulders with so little effort that the ease of it was scary.
0,0,0,0,0,brown,rice,Melt margarine in skillet and brown rice.
0,0,0,0,0,bubbly,champagne,I put five unlabeled glasses of nice bubbly champagne in front of you.
0,0,0,0,0,clean,air,I can still smell the clean air from the open window and feel how cool it used to get and remember just being content.
0,0,0,0,0,clear,sky,"Clear blue skies are more common, and the air is fresher."
0,0,0,0,0,cloudy,weather,"Despite the cold and cloudy weather, 200 people gathered in front of the State Historical Museum."
0,0,0,0,0,cold,beer,Congratulations and enjoy the comforts of a cozy bed and cold beer. 
0,0,1,0,0,cold,weather,"In Chicago, the cold weather exacerbates the situation for those people who are already in marginal situations."
0,0,0,0,0,cool,air,The northeast monsoon brings cool dry air from China.
0,0,0,0,0,dead,animal,A large number of dead animals laying in and around the water probably caused their refusal to drink. 
0,0,0,0,0,deep,sea,It will also give scientists a way to document the effects of climate change on the deep sea.
0,0,0,0,0,dirty,diaper,"Well, I would too if I was left all alone on a cold floor with dirty diapers."
0,0,0,0,0,dry,skin,Sadie also has very dry skin and skin allergies.
0,0,0,0,0,dumb,student,"If you thought it was the dumb students who cheat, you would be wrong."
0,0,0,0,0,empty,can,"A crumpled pile of candy bar wrappers were discarded on his night side table, along with a couple empty cans of soda."
0,0,0,0,0,fat,call,This in turn causes fat cells and our oil glands to begin to atrophy.
0,0,0,0,0,fiery,crash,Some people would prefer to die in a fiery car crash than speak in public.
0,0,0,0,0,filthy,garment,Take away the filthy garments from him.
0,0,0,0,0,firm,mattress,The baby should always be made to lie on a good and firm mattress.
0,0,0,0,0,foggy,night,It's a foggy night and there are a lot of cars on the motorway.
0,0,1,0,0,frosty,morning,There have even been a few frosty mornings in the higher altitudes.
0,0,0,0,0,fuzzy,blanket,"Curl up with fuzzy blankets, some peanut butter popcorn, and a cup of hot chocolate to watch a Christmas movie together."
0,0,1,0,0,gold,coin,"It is like the example of a deluded son with gold coins in his hands, not knowing that he has them. "
0,0,0,0,0,good,idea,I decided that it would be a good idea to put the two sets together.
0,0,1,0,0,greasy,burger,"We want a yummy, greasy burger, not an equally tasty salad (unless we’re vegetarians)."
0,0,0,0,0,green,vegetable,Leafy green vegetables are abundant with iron.
0,0,0,0,1,hairy,armpit,Women with natural unshaven hairy armpits and bodies exude confidence.
0,0,0,0,0,hard,plastic,These are usually made with hard plastic or metal.
0,0,0,0,0,healthy,body,Do this instead of any diet that you read about and you are more likely to maintain a healthy body and weight.
0,0,0,0,0,heavy,load,In 1962 we were practicing attaching heavy loads to large cargo helicoptors for short distance transportation.
0,0,0,0,0,high,altitude,Mountain climbers at high altitudes quickly acquire a tan from the sun.
0,0,0,0,0,hollow,cylinder,The shape of the sample is either a hollow cylinder or a rectangular box.
0,0,0,0,1,honest,opinion,My review will be my honest opinion and will include constructive criticism.
0,0,0,0,0,hot,chocolate,Then we stopped on a beach for tea and hot chocolate and cookies and brownies and cake and things.
0,0,0,0,0,huge,number,This creates a huge number of opportunities for a qualified EFL teacher.
0,0,0,0,0,icy,road,A black and red stagecoach sped along the icy road ahead.
0,0,0,0,0,ill,patient,How do you make a seriously ill patient comfortable?
0,0,0,0,1,juicy,steak,"So if you enjoy a nice juicy steak, just simply add some asparagus or perhaps cauliflower to your meal."
0,0,0,0,0,lame,beggar,A forty-year-old lame beggar could now walk.
0,0,0,0,0,large,group,"This class is great for large groups of friends, as it creates a lot of food!"
0,0,1,0,0,low,tree,"The low trees and shrubs offer protection, resting areas, and food."
0,0,1,0,0,mad,man,People are eating and partying like mad men.
0,0,0,0,0,muddy,puddle,I noted wild pig tracks at the edge of a muddy puddle.
0,0,0,0,1,old,man,"""I am the hermit of the wood,"" replied the old man."
0,0,0,0,0,pure,cotton,This workwear is solely made from pure cotton which is super easy and intensely relaxing to wear. 
0,0,0,0,0,purple,flower,I decided to start with this photo of purple flowers taken at Auckland botanical garden on nice summer day.
0,0,0,0,0,quiet,voice,"Adem's quiet voice is gently insistent and, as ever, suits his songs perfectly."
0,0,0,0,0,raw,meat,Germs from raw meat can move easily on to your hands and then to anything else you touch.
0,0,0,0,0,rich,businessman,The idle son of a rich businessman joins the army. 
0,0,0,0,0,ripe,banana,I have quite a few ripe bananas on the pantry.
0,0,0,0,0,rocky,terrain,The Caramoan Peninsula has a rocky terrain and it is also full of hills.
0,0,0,0,1,rosy,cheek,There you're getting nice rosy cheeks now.
0,0,0,0,0,rough,terrain,Going north would have meant more rough terrain.
0,0,0,0,0,shady,tree,"I left my hut, and walked to some shady trees at a little distance from the camp, where I lay down."
0,0,0,0,0,shaky,ladder,Don’t put yourself at risk climbing a shaky ladder.
0,0,0,0,0,shallow,grave,Loved ones were often buried in a  shallow  grave on high lakeshores or hillsides.
0,0,0,0,0,shiny,silver,The labels are in gray over the shiny silver and not visible enough.
0,0,0,0,0,short,walk,"The theatres of the West End are just a short walk away, as are the bars and restaurants of Covent Garden and Leicester Square, and the City's financial district."
0,0,0,0,0,shrill,voice,I could hear the shrill voices of his sisters as they dash about their store helping customers.
0,0,0,1,0,sick,child,"Caring for a sick child may prevent a woman from earning money for days, or even weeks."
0,0,0,0,0,silky,satin,The soft microfiber fabric has a strip of silky satin around the edge.
0,0,0,0,0,slim,waist,Potential for a slim waist provides another reason to recommend calcium.
0,0,0,0,0,slimy,slug,Frogs are like squishy slimy slugs and they eat squirmy oozy bugs.
0,0,0,0,0,small,town,We came into a small town at the top of the mountain road.
0,0,0,1,0,smoky,flavor,"According to the European Food Safety Authority flavoring used in cheese, meat and fish to give it a smoky flavor could in fact be toxic."
0,0,0,0,0,smooth,surface,His hand shook as he touched the smooth surface.
0,0,0,0,0,soft,leather,The case is made from very soft leather and it closes and opens with magnetic studs.
0,0,0,0,0,sour,cherry,"So as a substitute, I bought some preserved sour cherries."
0,0,0,0,0,sparse,vegetation,The sparse vegetation of the black raspberry canes and the multiflora rose did provide good camouflage in both cases.
0,0,0,0,0,spicy,sausage,You can add croutons or serve with spicy sausages and mashed potatoes.
0,0,0,0,0,stale,bread,What do you like to do with your stale bread?
0,0,0,0,0,steep,hill,Sheep wander the steep hill and grind grass between brown molars.
0,0,0,0,0,stony,ridge,We just followed George up the stony ridge with an occasional brief view.
0,0,0,0,0,stormy,sea,Most of them show a somewhat stormy sea with a few dark clouds.
0,0,0,0,0,straight,edge,Bags two and three will only have straight edges along the top and the bottom.
0,0,0,0,0,strong,bone,"They have thick fur, thick and strong bones, and well protected organs."
0,0,0,0,0,sunny,day,"Today will be another sunny, clear day, but it will be a little warmer and breezier."
0,0,0,0,0,sweet,potato,"Boil peeled sweet potatoes and purée in a food processor, thinning with cooking water or cream until saucy."
0,0,1,0,0,tame,reindeer,In addition they manage their tame reindeer in an ancient fashion and do not even use dogs to herd them.
0,0,0,0,0,thick,slice,"One of my personal favorite ways to fix squash is to cut it into thick slices, then quarter them."
0,0,0,0,0,thin,layer,Spread a thin layer of mayonnaise on the 4 top halves and a thin layer of mustard on the 4 bottom halves.
0,0,0,0,0,thirsty,camel,A thirsty camel can drink as much as 114 liters of water in just 10 minutes. 
0,0,0,0,0,tight,pant,Do not say anything about those tight pants on the football players!
0,0,1,0,0,unruly,behavior,What if airlines or trains just fined people for unruly behavior?
0,0,0,0,0,warm,bath,"A warm bath can also help release some of the congestion in your chest, and may help you sleep better."
0,0,1,0,0,weak,muscle,I’d tense my whole body trying to get my weak muscles to work.
0,0,0,0,0,wet,towel,Do not use wet towels under the gel.
0,0,0,0,1,white,sand,The beach at Parrot Bay consists of soft white sand mixed with pieces of coral.
0,0,0,0,0,windy,night,It is rainy weather on a windy night.
0,0,0,0,0,woolly,mammoth,"Woolly mammoths were hairy pachyderms that died out during the last big warming event, 10,000 years ago."
0,0,0,0,0,young,boy,"As a young boy, he became interested in writing and storytelling through the encouragement of his teachers."