1,1,1,0,1,angry,welt,"On the videotape, there was no visible mark of a beating on Suryadi, except for an angry welt at the base of his neck."
1,1,1,1,1,bald,assertion,Care to offer some evidence that this bald assertion is true?
1,1,1,0,1,bare,outline,Only the bare outlines of the stories are here.
1,1,1,1,1,black,humor,Black humor seems very Irish to me.
1,1,1,1,1,blind,alley,The French bourgeoisie has rushed into a blind alley.
1,1,1,0,1,bloody,stupidity,"Well, obviously not ALL MacKinnons succumbed to the urge to go sacrifice themselves in bloody stupidity."
1,1,1,1,1,blunt,honesty,"I prefer blunt honesty, especially from people who are supposed to be reporting the truth."
1,1,1,1,1,breezy,disregard,A breezy disregard for the preservation of the pence was a family trait.
1,1,1,1,1,bright,idea,"However, a bright idea occurred to one of our number, and we decided to have an indoor lawn party."
1,1,1,1,1,brown,threat,"He says what he calls ""the central power"" is using what he terms ""the brown threat "" to effect elections."
1,1,1,1,1,bubbly,actress,"She started off as a bubbly actress, dancing with heroes, and running around trees, but that has all changed now for this lovely lady."
1,1,1,1,1,clean,conscience,A clean conscience only means that we have given up every known sin.
1,0,1,1,0,clear,explanation,I trust that with those fairly clear explanations the noble Lord will withdraw his amendment. 
1,1,1,1,1,cloudy,future,The Independence Day parade and the Christmas event in Fairfield all have cloudy futures.
1,1,1,1,1,cold,reality,"In New York's five boroughs, the cold reality is that humans are outnumbered by rats."
1,0,1,1,1,cool,feature,"Come to think of it, this is a rather cool feature of AOL."
1,1,2,1,1,dark,laughter,Blair asked in a serious tone that had none of the dark laughter of a moment ago.
1,1,1,1,1,dead,giveaway,"Third, concurrent access from multiple IP addresses using the same host id is a dead giveaway that something bad is going on."
1,1,1,1,1,deep,understanding,Wisdom can be defined as a deep understanding of knowledge.
1,1,1,1,1,dirty,word,Solidarity of the European kind is now a dirty word in Germany.
1,1,1,1,1,dry,wit,"Armed with a ukulele, her dry wit and impeccable timing is sure to be a hit. "
1,1,1,1,1,dumb,luck,It was pure dumb luck that I found out about it.
1,1,1,1,1,empty,promise,These companies are offering empty promises and inaccurate information.
1,1,1,1,1,fat,chance,Fat chance that gets resolved any time soon.
1,1,0,1,1,fiery,temper,"He’s also human, always had a fiery temper and like all of us at one time or another did something we regretted later on."
1,1,1,1,1,filthy,mind,"Ok, so some girls know what we have in our filthy minds."
1,1,1,0,1,firm,conviction,Your firm conviction and a resolve not to use your credit cards while the program is on is all it takes to guarantee its success.
1,1,0,1,1,foggy,brain,"Her reaction to spelt was dizziness, nausea and a strong feeling of foggy brain."
1,1,1,1,1,fresh,thinking,it will require fresh thinking and new products.
1,1,1,1,1,frosty,relation,"Following the earlier quake, Turkey accepted help from dozens of countries, including Israel and Armenia with which it has frosty relations."
1,1,1,0,1,fuzzy,logic,The brain uses a sort of fuzzy logic.
1,1,1,1,1,greasy,smile,"One tall old guy came up to me with a greasy smile , and said, yes, and who are you?"
1,0,1,1,1,green,energy,Wind and wave power providing the green energy of the future.
1,1,1,1,1,hairy,problem,This is a solution to a hairy problem.
1,1,1,1,1,hard,truth,I want to thank you for sharing the hard truth about your recent engagement.
1,1,1,0,1,healthy,balance,Some see a healthy balance of 75 percent tenure track and the rest multi-year fixed-term. 
1,1,1,1,1,heavy,tax,Graft is an unusually heavy tax on Indian business.
1,1,0,1,1,heavy,fighting,"Sporadic but heavy fighting continued as U.S. tanks rolled into the Old City of Najaf to within 500 yards of Iraq's holiest Shiite shrine, witnesses said. "
1,1,1,1,1,hollow,mockery,"Without friends or money, his “liberty” is a hollow mockery, even worse than mine."
1,1,1,0,1,honest,meal,An honest meal at a reasonable price is a rarity in Milan.
1,1,1,0,1,hot,topic,"Adding commercial links to images is a hot topic, and the first category we think about is fashion. "
1,1,1,0,1,icy,glare,Their initial icy glares had turned to restless agitation.
1,1,1,1,1,juicy,scandal,Everyone else is telling tales of the latest juicy scandal.
1,0,1,1,1,lame,excuse,I initially thought it was some lame excuse to get me out of their office.
1,1,1,1,1,lean,budget,When I was in college I lived on a very lean budget.
1,1,1,1,1,mad,sprint,This summer and part of the fall will be a mad sprint to finish up various projects.
1,1,0,1,1,muddy,thinking,And we certainly don’t need more muddy thinking about sex pretending to be intelligent analysis of the issue.
1,1,1,1,1,murky,past,"The protagonist, Trinity Pierce, is a college professor with a murky past, who lives and works in Cambridge, Massachusetts."
1,0,1,1,1,narrow,mind,So do all men of narrow minds like to be worshipped for what they have no claim to?
1,1,1,0,1,old,boy,They say it is unacceptable in the 21st century that so much political power should be concentrated in the old boys of one educational establishment.
1,1,1,1,1,purple,prose,"Now I read the post, the poster was showing a written example of purple prose."
1,1,1,1,1,quiet,revolution,We have not had many  quiet revolutions  happening on this planet.
1,1,1,1,1,raw,emotion,You can hear the raw emotion in the researcher’s voice.
1,1,1,1,1,red,alert,Interior minister Rehman Malik announced a nationwide red alert.
1,1,1,1,1,rich,history,What can we learn from the rich history of data visualization?
1,1,1,1,1,ripe,age,"I carry a gun because I want to die at a ripe old age in my bed, and not on a sidewalk somewhere tomorrow afternoon."
1,1,1,1,1,rocky,beginning,Sammy and foster mom had a rocky beginning and are working with a behaviorist.
1,1,1,1,1,rosy,outlook,Experts do not see a rosy outlook in US emissions reduction until 2013.
1,1,1,0,1,rough,draft,Please take a rough draft of your resume to your appointment.
1,1,1,1,1,rusty,brain,I was worried about having to get my rusty brain going again after maternity leave.
1,1,1,0,1,sad,sack,We inherited a team that was the sad sack of the league.
1,1,1,1,1,shady,tactics,None of them have this habit of practicing shady tactics.
1,1,1,1,1,shaky,ceasefire,The first hours of a shaky ceasefire are not “the best of times”.
1,1,1,1,1,shallow,argument,They are making the usual shallow argument about competing with other countries.
1,1,1,1,1,shiny,goal,You have a shiny goal in mind that is distracting you with its awesomeness.
1,1,0,0,1,shrill,rhetoric,The GOP would be wise to avoid shrill rhetoric and argue instead for more visas.
1,1,1,1,1,sick,joke,These photos are a sick joke.
1,1,0,1,1,silky,voice,"”Demetri,” she responded in a silky voice, her eyes flickering between my face and Edward’s gray cloak."
1,1,1,1,1,sleepy,town,Clarkdale is a sleepy little town that offers a lot.
1,1,1,1,1,slim,picking,It seems the Americans have very slim pickings as alternatives for the psychopath in power now.
1,1,1,1,1,slimy,salesman,I don’t think anyone here feels that all realtors are idiots and slimy salesmen.
1,1,1,1,1,small,comfort,"But that may be of small comfort because there is reason to believe that Iraq, and maybe other countries, already have smallpox."
1,1,1,1,1,smoky,alto,"Timmins’s smoky alto is eloquent and gorgeous, and it plays as a beautiful goodbye to a dear friend."
1,1,1,1,1,smooth,operation,Medical assistants are important members of the medical team to ensure to the smooth operation of hospitals and clinics.
1,1,1,0,1,soft,leadership,"They are also worried about the lack of basic math, writing, and employability skills of entry-level employees and soft leadership skills of mid-level managers."
1,1,1,0,1,sour,mood,But I think it says something about the current sour mood of the country.
1,1,1,1,1,spicy,language,"Tim in particular, used some spicy language of his own."
1,1,1,1,1,stale,cliche,"The line ""It's the economy stupid"" has time and again proven to be anything but a stale cliché."
1,1,1,1,1,steep,discount,Many online pharmacies offer steep discounts on popular diabetes medications.
1,0,1,1,1,stony,silence,"When it came time to ask for volunteers to work on different aspects of what was being discussed, the leader was met with stony silence."
1,1,1,1,1,stormy,applause,The Ukrainian singer was rewarded with stormy applause.
1,1,1,0,1,straight,answer,Maybe this Jack would give him a straight answer.
1,0,1,1,1,strong,presence,Amvescap has a particularly strong presence in China.
1,1,1,1,1,sunny,disposition,Horses possess a sunny disposition and much natural charm.
1,1,1,1,1,sweet,smile,And he died with a sweet smile on his lip.
1,1,1,1,1,tall,tale,I suspect that someone has told you a tall tale.
1,1,1,0,1,tame,version,These photos below are the tame version of what went on during their engagement party.
1,1,1,1,1,thick,accent,Having a mom and dad who spoke with a thick accent is American.
1,1,1,1,1,thin,excuse,"Flustered, I could only stammer out thin excuses."
1,1,1,1,1,thirsty,sponge,"The only requirement is that you have to be receptive, and become a dry and thirsty sponge."
1,1,1,1,1,tight,budget,"We all live on tight budgets, but we still need to have some fun."
1,0,1,1,1,unruly,hair,"If you have thick, unruly hair it can be a godsend."
1,1,1,1,1,warm,reception,It was great to see a warm reception for it on twitter. 
1,1,1,0,1,weak,password,I put a weak password and somebody guessed it.
1,1,0,1,1,wet,dream,To me this sounds like the wet dream of a voyeur.
1,1,1,1,1,white,anger,In white anger he threw the book down - and proceeded along another line. 
1,1,1,1,1,wild,speculation,Most of us thought it was just wild speculation.
1,1,1,1,1,windy,rhetoric,"Most state standards were windy rhetoric, devoid of concrete descriptions of what students should be expected to know and be able to do."
1,1,0,1,1,woolly,liberal,"In most parts of life, I am a woolly liberal of the first degree – tolerant, understanding, calm and relatively unfazeable."
1,1,1,0,1,young,moon,"I thought all this very pretty and engaging, and Steerforth seemed to think so too, as we looked after them fading away in the light of a young moon."